message_id,message,topic,reason,economic_narrative,narrative_strength,economic_effect,information_resonance
d967ed75-9ce8-43e8-a18a-681bd3078cb1,"С 1 апреля социальные пенсии повысятся на 14,5% благодаря индексации. На это выделено 85 млрд рублей из федерального бюджета, сообщил глава Минтруда Котяков.

🔵 Bloomberg",Государственная экономическая политика,"Новость сообщает о повышении социальных пенсий и выделении средств из федерального бюджета, что относится к государственной экономической политике.",1,0.5,0.5,0.5
609ed624-7c79-46a5-9408-8bdf59d18703,"Трамп подписал соглашение с Катаром по экономическому сотрудничеству на более чем $1 трлн, сообщил Белый дом",Международная торговля,"Новость сообщает о подписании крупного экономического соглашения между США и Катаром, что явно относится к международной торговле и инвестициям.",0,0.0,0.5,0.5
0d2a187e-fa36-4616-ad10-50c069578861,"Россияне хранят «под подушкой» почти 16 трлн рублей, это примерно 15% от общего объема рублевых сбережений, заявил зампред правления ВТБ Георгий Горшков. Также, по его словам, на руках у граждан насчитывается 94,7 млрд в долларовом эквиваленте. Банкир рекомендовал хранить деньги в банке, чтобы «получить рекордный процентный доход».

🤑 The Экономист",Другое,"Новость описывает масштаб наличных сбережений населения и рекомендацию банка по размещению средств под высокий процент, что относится к финансовой сфере экономики.",1,0.5,0.25,0.5
5f5555e8-ab10-4b34-9074-efdd54c33a5b,"Текущая ситуация с курсом рубля связана с введением санкций против Газпромбанка, ""неделя-две и все будет в порядке"", заявил глава Минфина Силуанов",Валютный рынок,"Новость обсуждает курс рубля и связывает его с санкциями, что относится к валютному рынку и экономическим санкциям.",0,0.2,0.0,0.2
d43ef86a-2520-4e68-8b70-df75c7167167,Меланья Трамп вслед за мужем объявила о запуске своей криптовалюты,Рынки капитала,"Новость сообщает о запуске новой криптовалюты, что относится к финансовым инструментам и рынкам капитала, несмотря на отсутствие детальных экономических данных.",0,0.1,-0.2,0.1
082d70fe-1929-496c-bfec-24edb56a86b2,"Спрос на китайские люксовые авто LiXiang L7 и L9 в России резко рухнул вдвое. Причина — быстрые поломки. У машин массово выходят из строя пневмоподвеска, кондиционер и решётка радиатора, из-за которой авто минимум за 6 млн рублей не едет зимой быстрее 40 км/ч. В январе дилеры продали всего 955 таких машин против 2105 в декабре. Это худший результат в истории бренда. 

🔵 Bloomberg",Другое,"Новость содержит конкретные данные о продажах и резком падении спроса на импортные автомобили, что является экономическим событием, но не подпадает под более узкие категории.",0,0.2,-0.2,0.2
4f398d3e-30fb-43c9-a3b6-8ea8dd9232fc,"Продажи подержанных автомобилей в России в июле выросли на 10% по сравнению с июнем. Средняя цена машин с пробегом снизилась на 7%, до примерно 1,1 млн рублей.

Наиболее популярной моделью осталась Лада Гранта — рост продаж составил 10%, при снижении цены на 1% до 595 тыс. рублей. На втором месте — Лада Приора, продажи которой выросли на 3%, а цена упала на 2% до 349 тыс. рублей. Hyundai Solaris занял третью позицию: рост продаж на 6%, снижение средней цены на 3% до 978 тыс. рублей. Toyota Corolla — четвёртая, с увеличением сделок на 12% и ростом цены на 2% до 658 тыс. рублей. Замыкает пятёрку Kia Rio, продажи которой выросли на 6%, при снижении цены менее чем на 2% до 985 тыс. рублей.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Другое,"Новость содержит данные о продажах и ценах на подержанные автомобили, что отражает рыночные экономические тенденции, но не относится к другим конкретным классам.",0,0.0,-0.25,0.25
05f0777c-9f8f-49ec-8ed8-630d8bc42582,"США и Белоруссия могут заключить «большую сделку», в рамках которой Лукашенко освободит ряд политических заключенных, среди которых — «видные деятели», узнала NYT. Вашингтон взамен должен ослабить санкции в отношении белорусских банков и экспорта калия. По данным газеты, на этой неделе заместитель помощника госсекретаря США Смит встретился с Лукашенко в Белоруссии. Заключение «большой сделки» между странами может стать следующим этапом, пояснили источники NYT",Санкции и геополитика,"Новость описывает договорённость об ослаблении санкций против банков и экспорта, что имеет явный экономический эффект, поэтому относится к санкциям и геополитике.",1,0.25,0.0,0.5
923a51f6-816f-4ee2-a4d2-9da73f4aabc2,"Коптевский районный суд Москвы удовлетворил исковые требования АО «Российский Сельскохозяйственный банк» (Россельхозбанк) к бывшему владельцу банка «Югра» Алексею Хотину о взыскании задолженности по кредитным договорам на сумму более 14 млрд руб.

Так, суд постановил взыскать с бизнесмена 14 млрд 162 млн 208 тыс. 900 руб. Также он обязан заплатить госпошлину в 60 тыс. руб.

Против Хотина было возбуждено несколько уголовных дел о растрате — на 7,5 млрд, 283 млрд и 23,6 млрд руб. В феврале 2021 года дело о растрате на 23,6 млрд руб. путем выдачи в 2014–2017 годах заведомо невозвратных кредитов подконтрольным Хотину юрлицам направили в суд. В марте этого года Хотина приговорили к девяти годам колонии. А уже в ноябре бывший владелец «Югры» сообщил о намерении отправиться на военную операцию и попросил Мосгорсуд на заседании апелляционной инстанции в этом помочь.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Корпоративные финансы,"Новость описывает судебный иск банка о взыскании крупной задолженности по кредитным договорам, что относится к корпоративным финансовым вопросам.",0,0.0,0.0,0.5
7d3a6135-52cf-471e-9964-3498f22be005,"По итогам 2024 года медианная стоимость квадратного метра на первичном рынке в городах-миллионниках увеличилась на 13,5% и достигла отметки в 174 тыс. руб. за 1 кв. м. Об этом сообщили аналитики, отметив, что темпы годового роста по сравнению с 2023 годом сократились на 2,4 п.п.

За предыдущий период (декабрь 2023 года к декабрю 2022 года) годовое увеличение стоимости составляло 15,9%. Замедление темпов годового роста в 2024 году обусловлено в том числе завершением программы массовой льготной ипотеки и адаптации застройщиков к новым рыночным условиям, уточнили аналитики.

Заметное увеличение стоимости квадратных метров на первичном рынке в течение 2024 года зафиксировано в Екатеринбурге (+18,7% до 160 тыс. руб. за кв.м), Казани (+13,9% до 223 тыс. руб. за кв. м), Москве (+12,1% до 364 тыс. руб. за кв. м) и Воронеже (+11,7% до 128 тыс. руб. за кв.м). В большинство остальных мегаполисов годовая динамика стоимости метра готового жилья находилась в диапазоне от 1,6 до 9,7%, уточнили эксперты.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Макроэкономика,"Новость содержит факты о динамике цен на жильё, их процентных изменениях и связь с завершением программы льготной ипотеки, что относится к макроэкономическим показателям.",1,1.0,-0.75,1.0
b0f60e73-3d97-42ed-ba50-c6e9fc4b84f6,"ИНФЛЯЦИЯ В РФ В 2024Г. СОСТАВИЛА 9,52% ПОСЛЕ 7,42% В 2023 Г. - РОССТАТ


Замечено Шпионом РЦБ.
Подключить: @StockSpy_bot",Макроэкономика,Новость содержит конкретные макроэкономические данные об инфляции в России с цифрами и источником.,1,0.25,-0.5,0.5
b71e8530-a0be-43b9-932a-020de1208877,"Депутаты предложили заменить больничный удаленкой. В Госдуме считают, что работникам нужно давать выбор: уходить на полноценный больничный с потерей денег или же сохранять полную оплату, работая с нетяжелыми заболеваниями в удаленном режимк.

🤑 The Экономист",Государственная экономическая политика,"Новость описывает законопроект о замене больничного удалённой работой, что влияет на оплату труда и регулируется государством, то есть относится к государственной экономической политике.",1,0.5,0.0,0.5
aecc0e39-4597-4fd0-b039-8871ac211423,"Новые квартиры подорожают ещё на 7%, заявил глава ЦИАН.Аналитики Алексей Попов. По его оценке, средняя стоимость вторичного жилья площадью 49 кв. м составит 7,62 млн рублей, а ипотечный платёж достигнет 165 тысяч рублей в месяц. При этом спрос на недвижимость остаётся очень высоким, так что обвала цен не ожидается. @bankrollo",Макроэкономика,"Новость содержит факты о росте цен на жильё и размере ипотечного платежа, что отражает состояние потребительского рынка и инфляцию в сфере недвижимости.",1,0.5,-0.5,0.5
112a84d2-e81e-44e4-a7ab-08c3925d0f05,"У импортеров возникли проблемы с транзитными платежами через Турцию, выяснили «Ведомости». Источники газеты рассказали, что турецкие банки стали отказывать в проведении платежей. А те, что продолжают это делать, стали требовать уплаты официальной комиссии за транзакцию и неофициальной — «за консалтинговое сопровождение»",Другое,"Новость описывает проблемы импортеров с банковскими транзитными платежами, отказами турецких банков и дополнительными комиссиями, что относится к финансовой сфере.",0,0.0,-0.5,0.0
6dae1f4b-df42-4de0-b27f-5651f61e1c7a,"Спрос на элитную недвижимость в Москве растет, поскольку в нее инвестируют обеспеченные россияне, у которых из-за санкций оказалось меньше возможностей тратить деньги за границей, пишет Bloomberg. Стоимость элитных квартир выросла на 21%, таким образом, Москва оказалось в той же ценовой категории, что и Париж с Лондоном",Другое,"Новость описывает рост цен и спроса на элитную недвижимость, что является экономическим явлением, но не подпадает под более узкие категории.",0,0.0,-0.1,0.1
248e7cba-58b5-4258-9d90-e4cee554f909,"Из России исчезнут плитки шоколада Dove и «Коркунов». Российская «дочка» Mars прекратила их производство. Они стали проблемной продукцией для производителей. Для таких сладостей требуется много какао-продуктов, которые в последние два года подорожали в несколько раз. 

Многие компании снижают вес шоколадок до 60-70 г и для снижения затрат делают больше вариантов с начинками. А шоколад с большим процентом какао уже достиг «психологически высокой цены» в 300-400 рублей за 90 г. 

🔵 Bloomberg",Сырьевые рынки,"Новость описывает рост цен на какао‑продукты и его влияние на производство и цены шоколада, что относится к рынку сырья.",1,0.1,-0.5,0.3
002b947a-344e-440c-9b06-e6150e2aa33a,"Стремительный рост популярности дубайского шоколада привел к глобальному дефициту фисташек и резкому росту цен на них. 

Стоимость ядер фисташек подскочили за год с $7,65 до $10,30 за фунт, сообщил ореховый трейдер CG Hacking. В компании отметили, что до бума дубайского шоколада на рынке не было избытка фисташек, и когда появился новый десерт, шоколатье скупали «все ядра, которые им попадались», из-за чего остальным покупателям их не хватило.

«На данный момент фисташковый мир практически исчерпан», — оценил представитель компании Джайлс Хакинг.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Сырьевые рынки,"Новость описывает дефицит и резкое повышение цен на фисташки, что является явным сигналом изменения на товарном рынке.",1,0.1,-0.5,0.4
696478c7-320c-4567-a937-d0d9eee73449,"США готовы присоединиться к выделению кредита Киеву на $50 млрд за счет доходов от заблокированных российских активов, рассказали источники FT. ЕС из-за вето Венгрии не смог дать гарантии, что эти активы будут заморожены как минимум три года, на чем настаивал Вашингтон. Но США «усердно» работают над альтернативами планами, отметили собеседники издания",Санкции и геополитика,"Новость описывает финансовое использование замороженных российских активов в рамках санкций и геополитической поддержки Украины, что явно относится к экономическому измерению санкций.",0,0.0,0.0,0.5
7e41004b-df32-4023-a221-7b036cdb4ef5,"Брекеты подорожали вдвое за год в России — почти до полумиллиона рублей. Клиникам приходится закупать брекет-системы по параллельному импорту. Если ещё в 2023 году они в среднем стоили 140 тысяч рублей, то в этом — около 280 тысяч. 

Стоматологии вынуждены переходить на более бюджетные китайские аналоги. Их цена — около 230 тысяч. В эти суммы не входят сопутствующие расходы на работу специалистов, фиксацию, замену дуг и другие услуги. @retailrus",Международная торговля,"Новость содержит конкретные цифры роста цен и упоминает параллельный импорт, что указывает на экономический аспект торговли.",1,0.2,-0.5,0.3
ca2d2678-5d49-48af-9054-91ea8b9d1ccc,"Доллар резко упал до 78₽, евро — до 90₽.

🔵 Bloomberg",Валютный рынок,"Текст сообщает о резком падении курса доллара и евро к рублю, что является явным сигналом валютного рынка.",1,0.25,0.5,0.75
c5725981-5b6c-4270-95de-6152954c1b3a,«Детский мир» расширит ассортимент магазинов на фоне низкой рождаемости в стране. @bankrollo,Корпоративные финансы,"Новость описывает план компании «Детский мир» расширить ассортимент, что относится к корпоративным финансовым решениям, несмотря на отсутствие детальных цифр.",0,0.1,0.1,0.1
1feabd8c-189b-4f0f-b922-8a20fcbcf585,"Владелец и фрахтователь танкера «Волгонефть-212» не участвуют в ликвидации последствий его крушения, приведшего к разливу мазута в Черном море, сообщила в суде представитель Росприроднадзора. Ведомство требует от них возместить экологический ущерб на сумму в 49,5 млрд рублей",Другое,"Новость содержит значительную финансовую сумму компенсации и юридическую ответственность, что делает её экономической, но тема не попадает в другие конкретные классы.",0,0.3,-0.4,0.4
a12540ca-307c-4fd5-86a2-8abeb8751315,"#Нефтянка #Газ 
Доходы России от продажи нефти и газа в апреле снизились на 22% в годовом исчислении до 0.96 трлн рублей — расчеты Reuters",Сырьевые рынки,"Новость сообщает о значительном падении доходов от нефти и газа, что является ключевым показателем сырьевого рынка.",1,0.3,-0.8,0.2
dcaec863-b97d-48fa-b744-141232c5e95f,"Рубль ждёт неминуемое ослабление, и к концу года его курс может достичь отметки в 110 за доллар. Такой прогноз озвучил финансовый аналитик и кандидат экономических наук Михаил Беляев. По его мнению, текущее укрепление национальной валюты — лишь временное явление. Уже скоро рубль вернётся к «естественным» значениям в районе 89–90 за доллар, после чего продолжит слабеть. Эксперт связывает это с депрессивным состоянием российской экономики, темпы роста которой, по оценкам Минэкономразвития, Центробанка и западных аналитиков, не превысят 2% в ближайшие два года.

Однако ключевой причиной грядущего обесценивания рубля является не только стагнация экономики, но и острая необходимость пополнения бюджета. Ослабление национальной валюты остаётся одним из немногих доступных инструментов для увеличения доходов государства без радикального повышения налогов. Налоговая нагрузка на бизнес и население уже достигла критического уровня, при котором дальнейшее её усиление ставит под угрозу само существование многих предприятий. В условиях санкций, сокращения экспортных доходов и растущих социальных обязательств власти вынуждены прибегать к «мягкой» девальвации, чтобы компенсировать дефицит казны за счёт роста рублёвой стоимости валютной выручки.

Таким образом, ослабление рубля становится неизбежным компромиссом. Оно позволяет избежать социальных потрясений от налогового пресса, но одновременно бьёт по покупательной способности граждан и усиливает инфляционное давление. Эксперты предупреждают: без структурных реформ этот порочный круг будет лишь углублять кризис.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Валютный рынок,"Текст сосредоточен на прогнозе ослабления рубля и его влиянии на бюджет и инфляцию, что делает валютный рынок центральным фокусом.",1,0.75,-0.75,0.75
a10bc0ab-a837-4f19-905c-415a7efe50eb,"Бывшее руководство WorldSkills Russia похитило более 130 млн рублей бюджетных средств, выделенных в рамках нацпроекта ""Демография"". 

Об этом в интервью ТАСС сообщил начальник ГУЭБиПК МВД РФ генерал-лейтенант полиции Андрей Курносенко.",Государственная экономическая политика,"Новость сообщает о хищении бюджетных средств в размере более 130 млн рублей, что относится к финансовым аспектам государственной политики.",1,0.5,0.0,0.25
1d714455-07a9-4b25-a78d-47f0be1f96c3,Мосбиржа взлетела вверх после разговора Трампа и Путина. @bankrollo,Рынки капитала,"Новость сообщает о росте Московской биржи, что относится к движению фондового рынка.",1,0.5,0.0,0.5
324e3d9c-3b49-4d14-a01f-84e6201c3c96,"#VTBR
Комментируя снижение норматива достаточности капитала, Костин заявил: ""Это трюк у нас такой, он потом повысится"".

На этой неделе SberCIB понизил прогнозную стоимость акций ВТБ до 100 рублей за штуку, изменив рекомендацию с ""покупать"" до ""держать"". Аналитики пересмотрели модель оценки ВТБ с учетом низкой достаточности капитала и негативного влияния на органическую чистую прибыль банка со стороны роста ставок.",Рынки капитала,"Новость посвящена изменению прогноза цены акций и рекомендаций аналитика, что относится к рынкам капитала.",0,0.1,-0.2,0.1
266467d3-6811-41f4-ae2d-97cd4757c91b,"Фокус недели #ФН 

Сегодня
Корп:
🏦 Совкомбанк: ГОСА по дивидендам за 2023 #SVCB
🖨 МТС: МСФО за 1 кв 2024 #MTSS

Макро:
🇷🇺 Россия: Структура оборота внутреннего валютного рынка и рынка производных финансовых инструментов за май.
🇷🇺 Россия: О развитии банковского сектора Российской Федерации
🇷🇺 Россия: Инфляционные ожидания и потребительские настроения

26 июня
Корп:
⛽️ Башнефть: ГОСА по дивидендам за 2023 #BANE #BANEP
⛽️ Газпромнефть: ГОСА по дивидендам за 2023 #SIBN
📱 МТС: ГОСА по дивидендам за 2023  #MTSS

Макро:
🇷🇺 Россия:  Объём промышленного производства в мае г/г (19:00 мск)

27 июня
Корп: 
🐟 Инарктика: ГОСА по дивидендам за 2023 #AQUA
🥂 Абрау-Дюрсо: ГОСА по дивидендам за 2023 #ABRD
🍏 Магнит: ГОСА по дивидендам за 2023 #MGNT

Макро:
🇺🇸 США: ВВП за 1кв 2024 кв/кв  (15:30 мск)
🇺🇸 США: Число первичных заявок на получение пособий по безработице  (15:30 мск)
🇷🇺 Россия: Общий объем международных резервных активов, по состоянию на конец рабочей недели (16:00 мск)
🇷🇺 Россия: Обзор ключевых показателей микрофинансовых институтов

28 июня
Корп:
💰 АФК Система:  ГОСА по дивидендам за 2023  #AFKS
💻 Астра: ГОСА по дивидендам за 2023 #ASTR
📲 Диасофт: ГОСА по дивидендам за 2023  #DIAS
🛣 ЕвроТранс: ГОСА по дивидендам за 2023 #EUTR
🥇 Лензолото: ГОСА по дивидендам за 2023 #LNZL
⛽️ Роснефть: ГОСА по дивидендам за 2023 #ROSN
🔋 РусГидро: ГОСА по дивидендам за 2023 #HYDR
⛽️ Сургутнефтегаз: ГОСА по дивидендам за 2023 #SGNS #SGNSP
🧰 Европэлтех: ГОСА по дивидендам за 2023 #EELT
🏭 Казаньоргсинтез:  ГОСА по дивидендам за 2023 #KZOS #KZOSP
🏭 НКНХ: ГОСА по дивидендам за 2023 #NKNC #NKNCP
🚢 НМТП: ГОСА по дивидендам за 2023 #NMTP

Макро:
🇬🇧 Великобритания: ВВП за 1кв 2024 (09:00 мск)
🇫🇷 Франция: Инфляция в июне м/м (09:45 мск)
🇺🇸 США: Базовый ценовой индекс расходов на личное потребление в мае (15:30 мск)
🇺🇸 США: Отчет ФРС о ДКП (18:00 мск)
🇷🇺 Россия: Объём промышленного производства г/г (19:00 мск)
🇷🇺 Россия: Сведения о размещенных средствах (информация о кредитах, предоставленных физическим лицам)
🇷🇺 Россия: Показатели рынка жилищного (ипотечного жилищного) кредитования
🇷🇺 Россия: Платежный баланс Российской Федерации. Аналитическое представление
🇷🇺 Россия: Обзор центрального банка, обзор кредитных организаций, обзор банковской системы
🇷🇺 Россия: Внешний долг РФ

1 июля
Корп:
🔌 Россети Ленэнерго: последний день с дивидендом 0.42 руб на обычную акцию и 22.24 руб на привилегированную 

Макро:
🇨🇳 Китай: Индекс производственной активности в июне (04:15 мск)
🇷🇺 Россия: Индекс производственной активности в июне (09:00 мск)
🇫🇷 Франция: Индекс производственной активности в июне (10:50 мск)
🇩🇪 Германия: Индекс производственной активности в июне (10:55 мск)
🇪🇺 Еврозона: Индекс производственной активности в июне (11:00 мск)
🇩🇪 Германия: Потребительская инфляция в июне (15:00 мск)
🇺🇸 США:  Индекс производственной активности в июне (16:45 мск)",Макроэкономика,"Текст состоит из перечня макроэкономических показателей (ВВП, инфляция, производство, индексы) и корпоративных дивидендов, но основной акцент – на макроэкономических данных.",0,0.0,0.0,0.0
f05ae938-218d-45ea-bb3c-4037bef43f00,"Газпромбанк организовал первую сделку по продаже российских углеродных единиц за рубеж, покупателем выступила компания Equity International General Trading из ОАЭ. Ориентиром по цене стали значения последних сделок на товарной секции Московской биржи. 

Председатель Equity International General Trading Салем Хумайд Саиф Алмзаини поделился, что рассматривает эту сделку как первый шаг к объединению углеродных рынков стран БРИКС, за которым может последовать создание Российской Федерацией и Объединёнными Арабскими Эмиратами общей платформы для торговли углеродными активами. @bankrollo",Сырьевые рынки,"Новость описывает первую сделку по продаже углеродных единиц, цены формируются на товарной секции биржи и обсуждается создание платформы для торговли этими активами, что относится к рынку сырьевых товаров.",0,0.0,0.0,0.0
1ad81174-c509-424a-8e2b-e26f8d6adbf2,"#Металлурги
Металлурги РФ сократили производство стали и проката в 2024 году

В 2024 году предприятия чёрной металлургии России выпустили 70.7 (-6.6% г/г) млн тонн стали и 61.8 (-5.7% г/г) млн тонн готового проката.

В декабре объёмы производства стали в металлургической отрасли снизились на 3.2% г/г.

За год стальных труб было произведено 12.6 млн тонн (-4.7% г/г)",Сырьевые рынки,"Новость содержит конкретные данные о выпуске стали и проката, что является существенной информацией о рынке сырья (металлы).",0,0.0,0.0,0.0
4865cf6f-d126-40a3-bd98-b307f2fbdaea,"Маркетплейсы как карьерный лифт: кто и как зарабатывает онлайн 

18 июня на ПМЭФ прошла пресс‑конференция «Цифровые маркетплейсы: как развивается бизнес селлеров в России» СКБ Контур и Wildberries. В рамках встречи спикеры поделились данными исследования на базе аналитического сервиса Moneyplace — кто сегодня выходит на маркетплейсы и как ведет бизнес.

Портрет типичного селлера на Wildberries:

• 55% — женщины
• 75% — возраст 26–45 лет
• 71% — с высшим образованием
• 60% — перешли из найма в предприниматели
• 58% сделали маркетплейс основным источником дохода
• 54% наняли сотрудников в первые 3 года; около • 25% — уже через полгода

География:

• 32% селлеров — Москва + область
• 28% — города до 500 000 жителей

Цифровизация торговли изменила правила игры. Если раньше на маркетплейсы можно было заходить «наобум», теперь без аналитики — ни шагу. 83% продавцов Wildberries уже применяют инструменты продвижения, а две трети из них — автоматические кампании. 70% участников отметили рост продаж благодаря цифровому маркетингу, а у 54% товары вышли в топ поисковой выдачи уже в первый месяц. Спрос на аналитику быстро растет: только за первые пять месяцев 2025 года количество клиентов сервиса Moneyplace увеличилось на 50,3%.

Комментарии с пресс‑конференции:

Михаил Сродных, генеральный директор СКБ Контур: «Необходима серьезная аналитика, которая может изучать ниши, показывать товары и категории, наиболее перспективные и пока не «монополизированные» крупными игроками-производителями».

Евгений Этин, директор департамента по взаимодействию с органами государственной власти Wildberries & Russ: «Для большей части продавцов маркетплейс стал стартом в бизнесе».

* Информационная поддержка",Другое,"Новость описывает развитие бизнеса на маркетплейсах, рост продаж и доходов продавцов, что является экономическим содержанием, но не попадает в узкие категории.",0,0.2,0.0,0.2
0b4e5b18-d7ec-4bde-9ef6-643d81e6ca1e,"Стратегия ExxonMobil до 2030 года демонстрируют веру в нефть и СПГ. Масштабы такие, что становится понятно, кто собрался заместить Россию на рынке газа и даже нефти. #аналитика 

Сегодня 11 декабря Exxon Mobile опубликовал план развития до 2030 года. 

Самое интересное для российских инвесторов на горизонте с 2024 по 2030 год:

✍️ Хотят увеличить производство углеводородов (нефти + газа) с ~4.3 до ~5.4 млн барр. / сутки. В основном в Пермиане (США), в Гайане (Южная Америка) и за счет СПГ.

Для сравнения с РФ: по добыче будут как Роснефть сейчас; за 6 лет добавят в добыче примерно половину добычи Лукойла.
Готовы это сделать при цене нефти Brent $65 / барр. Кто после этого скажет, что американцы хотят утопить цены на нефть?

✍️ Отдельно в СПГ: хотят увеличить производство СПГ примерно в два раза до 40 млн тонн / в год. Участвуют в запуске 4 крупных СПГ проектах: в США, Катаре, Мозамбике и Папуа-Новая Гвинея общей мощностью в 72 млн тонн.

72 млн тонн = 100 млрд м3 или примерно той величине, на которую упал экспорт Газпрома в Европу.
Готовы это сделать при цене газа в Европе в $235 за 1000 м3 (сейчас газ в Европе торгуется по $485) — к вопросу о том, как дорог СПГ для Европы.

✍️  Хотят инвестировать в CAPEX $140 млрд за следующие 6 лет.

Это примерно равно суммарной капитализации Роснефти (ROSN), Лукойла (LKOH), Газпрома (GAZP) и Новатэка (NVTK).

Что будет делать Россия? Гипотезы:
✍️ Пытаться зацепиться за рынок Китая — пользуясь тем, что у нас с ним сухопутная граница, поставки из РФ мало зависят от контролируемого США моря.
✍️ В газе будут стараться продать газ дороже бизнесу (в проекты производства удобрений, например) и населению.

😀 @AK47pfl",Сырьевые рынки,"Новость описывает план развития добычи нефти и СПГ, цены на нефть и газ, а также крупные инвестиции, что относится к рынкам сырья.",1,0.3,-0.5,0.3
0364f1f1-8dda-4748-9c34-97dec153bbfc,"Трамп назвал ""вероятным"" введение новых санкций против России, если руководство страны не пойдет на переговоры по Украине",Санкции и геополитика,"Новость сообщает о возможных новых санкциях, что является экономическим ограничением с геополитическим контекстом.",1,0.5,-0.5,0.25
188f35c4-18e4-4b14-9c54-4ed736f09310,"❗️Криптовалюта Toncoin растет более чем на 17%, свидетельствуют данные площадки Binance. 

Такая динамика отмечена на фоне договоренности Telegram и стартапа xAI о партнерстве на год.",Рынки капитала,"Новость сообщает о значительном росте цены криптовалюты Toncoin на бирже Binance, что относится к движению финансовых рынков.",0,0.25,0.25,0.25
2f3f7f1a-6729-4b25-90cc-301e3b98dfd6,"Первый «маркетплейс для военных» запустили в России, пишет ТАСС. В нём можно приобрести комплектующие, необходимые для производства беспилотников, и сами дроны. @bankrollo",Другое,"Новость описывает запуск коммерческого маркетплейса для продажи комплектующих и дронов, что является экономической активностью, но не относится к конкретным классам.",0,0.1,0.1,0.2
9e1a602e-845b-4456-8d89-a33f68598bd5,"Индекс Мосбиржи поднялся выше 3300 пунктов впервые с мая 2024 года. Этому способствует оптимизм инвесторов на фоне переговоров представителей России и США в Саудовской Аравии, которые должны пройти 18 февраля. На них, в том числе будет обсуждаться подготовка к переговорам по урегулированию конфликта на Украине. По мнению аналитиков, российский рынок продолжит расти при позитивных новостях на эту тему и в среднесрочной перспективе может дойти до 3500 пунктов",Рынки капитала,"Новость посвящена росту индекса Мосбиржи и настроениям инвесторов, что относится к рынкам капитала.",0,0.0,0.5,0.0
